,artist,current_rank,is_new,last_pos,peak_pos,title,week,weeks_on_chart
3059,"Cardi B, Bad Bunny & J Balvin",10,0,5,5,I Like It,5/5/2018,3
3060,Migos Featuring Drake,11,0,7,4,Walk It Talk It,5/5/2018,11
3061,J. Cole,12,1,0,12,1985 (Intro To The Fall Off),5/5/2018,1
3062,Rich The Kid,13,0,9,5,Plug Walk,5/5/2018,9
3063,Cardi B,14,0,8,6,Be Careful,5/5/2018,4
3064,J. Cole Featuring kiLL edward,15,1,0,15,The Cut Off,5/5/2018,1
3065,J. Cole,16,1,0,16,Brackets,5/5/2018,1
3066,XXXTENTACION,17,0,10,3,Sad!,5/5/2018,8
3067,Famous Dex,18,0,14,14,Japan,5/5/2018,5
3068,Lil Pump,19,0,12,12,Esskeetit,5/5/2018,2
3069,Migos,20,0,11,3,Stir Fry,5/5/2018,16
3070,Rae Sremmurd & Juicy J,21,0,17,12,Powerglide,5/5/2018,6
3071,J. Cole,22,1,0,22,Window Pain (Outro),5/5/2018,1
3072,J. Cole Featuring kiLL edward,23,1,0,23,Friends,5/5/2018,1
3073,J. Cole,24,1,0,24,Once An Addict (Interlude),5/5/2018,1
3074,Nicki Minaj,25,0,6,6,Chun-Li,5/5/2018,2
3075,Drake,1,0,1,1,Nice For What,4/28/2018,2
3076,Drake,2,0,2,1,God's Plan,4/28/2018,13
3077,Post Malone Featuring Ty Dolla $ign,3,0,3,2,Psycho,4/28/2018,8
3078,BlocBoy JB Featuring Drake,4,0,4,2,Look Alive,4/28/2018,10
3079,"Cardi B, Bad Bunny & J Balvin",5,0,5,5,I Like It,4/28/2018,2
3080,Nicki Minaj,6,1,0,6,Chun-Li,4/28/2018,1
3081,Migos Featuring Drake,7,0,7,4,Walk It Talk It,4/28/2018,10
3082,Cardi B,8,0,6,6,Be Careful,4/28/2018,3
3083,Rich The Kid,9,0,8,5,Plug Walk,4/28/2018,8
3084,XXXTENTACION,10,0,9,3,Sad!,4/28/2018,7
3085,Migos,11,0,10,3,Stir Fry,4/28/2018,15
3086,Lil Pump,12,1,0,12,Esskeetit,4/28/2018,1
3087,Nicki Minaj,13,1,0,13,Barbie Tingz,4/28/2018,1
3088,Famous Dex,14,0,15,14,Japan,4/28/2018,4
3089,Offset & Metro Boomin,15,0,13,6,Ric Flair Drip,4/28/2018,25
3090,Cardi B Featuring Migos,16,0,11,11,Drip,4/28/2018,2
3091,Rae Sremmurd & Juicy J,17,0,17,12,Powerglide,4/28/2018,5
3092,Cardi B Featuring 21 Savage,18,0,16,6,Bartier Cardi,4/28/2018,17
3093,Cardi B Featuring SZA,19,0,12,12,I Do,4/28/2018,2
3094,Cardi B Featuring Kehlani,20,0,14,14,Ring,4/28/2018,2
3095,G-Eazy & Halsey,21,0,21,6,Him & I,4/28/2018,20
3096,"Jay Rock, Kendrick Lamar, Future & James Blake",22,0,22,10,King's Dead,4/28/2018,10
3097,Rich The Kid Featuring Kendrick Lamar,23,0,23,14,New Freezer,4/28/2018,11
3098,YoungBoy Never Broke Again,24,0,25,14,Outside Today,4/28/2018,13
3099,YoungBoy Never Broke Again,25,1,0,25,Diamond Teeth Samurai,4/28/2018,1
3100,Drake,1,1,0,1,Nice For What,4/21/2018,1
3101,Drake,2,0,1,1,God's Plan,4/21/2018,12
3102,Post Malone Featuring Ty Dolla $ign,3,0,2,2,Psycho,4/21/2018,7
3103,BlocBoy JB Featuring Drake,4,0,3,2,Look Alive,4/21/2018,9
3104,"Cardi B, Bad Bunny & J Balvin",5,1,0,5,I Like It,4/21/2018,1
3105,Cardi B,6,0,6,6,Be Careful,4/21/2018,2
3106,Migos Featuring Drake,7,0,4,4,Walk It Talk It,4/21/2018,9
3107,Rich The Kid,8,0,5,5,Plug Walk,4/21/2018,7
3108,XXXTENTACION,9,0,8,3,Sad!,4/21/2018,6
3109,Migos,10,0,7,3,Stir Fry,4/21/2018,14
3110,Cardi B Featuring Migos,11,1,0,11,Drip,4/21/2018,1
3111,Cardi B Featuring SZA,12,1,0,12,I Do,4/21/2018,1
3112,Offset & Metro Boomin,13,0,9,6,Ric Flair Drip,4/21/2018,24
3113,Cardi B Featuring Kehlani,14,1,0,14,Ring,4/21/2018,1
3114,Famous Dex,15,0,17,15,Japan,4/21/2018,3
3115,Cardi B Featuring 21 Savage,16,0,16,6,Bartier Cardi,4/21/2018,16
3116,Rae Sremmurd & Juicy J,17,0,12,12,Powerglide,4/21/2018,4
3117,Cardi B,18,1,0,18,Get Up 10,4/21/2018,1
3118,Cardi B Featuring Chance The Rapper,19,1,0,19,Best Life,4/21/2018,1
3119,Cardi B,20,1,0,20,Bickenhead,4/21/2018,1
3120,G-Eazy & Halsey,21,0,11,6,Him & I,4/21/2018,19
3121,"Jay Rock, Kendrick Lamar, Future & James Blake",22,0,13,10,King's Dead,4/21/2018,9
3122,Rich The Kid Featuring Kendrick Lamar,23,0,14,14,New Freezer,4/21/2018,10
3123,Cardi B,24,1,0,24,Thru Your Phone,4/21/2018,1
3124,YoungBoy Never Broke Again,25,0,18,14,Outside Today,4/21/2018,12
3125,Drake,1,0,1,1,God's Plan,4/14/2018,11
3126,Post Malone Featuring Ty Dolla $ign,2,0,2,2,Psycho,4/14/2018,6
3127,BlocBoy JB Featuring Drake,3,0,3,2,Look Alive,4/14/2018,8
3128,Migos Featuring Drake,4,0,6,4,Walk It Talk It,4/14/2018,8
3129,Rich The Kid,5,0,8,5,Plug Walk,4/14/2018,6
3130,Cardi B,6,1,0,6,Be Careful,4/14/2018,1
3131,Migos,7,0,5,3,Stir Fry,4/14/2018,13
3132,XXXTENTACION,8,0,4,3,Sad!,4/14/2018,5
3133,Offset & Metro Boomin,9,0,7,6,Ric Flair Drip,4/14/2018,23
3134,NF,10,0,9,4,Let You Down,4/14/2018,23
3135,G-Eazy & Halsey,11,0,10,6,Him & I,4/14/2018,18
3136,Rae Sremmurd & Juicy J,12,0,13,12,Powerglide,4/14/2018,3
3137,"Jay Rock, Kendrick Lamar, Future & James Blake",13,0,11,10,King's Dead,4/14/2018,8
3138,Rich The Kid Featuring Kendrick Lamar,14,0,15,14,New Freezer,4/14/2018,9
3139,N*E*R*D & Rihanna,15,0,12,12,Lemon,4/14/2018,20
3140,Cardi B Featuring 21 Savage,16,0,17,6,Bartier Cardi,4/14/2018,15
3141,Famous Dex,17,0,25,17,Japan,4/14/2018,2
3142,YoungBoy Never Broke Again,18,0,14,14,Outside Today,4/14/2018,11
3143,6ix9ine,19,0,20,19,Billy,4/14/2018,5
3144,Derez De'Shon,20,0,21,20,Hardaway,4/14/2018,3
3145,Logic & Marshmello,21,0,23,13,Everyday,4/14/2018,5
3146,"DJ Khaled Featuring JAY Z, Future & B",22,0,22,11,Top Off,4/14/2018,5
3147,XXXTENTACION,23,0,18,13,Moonlight,4/14/2018,3
3148,Lil Skies Featuring Landon Cube,24,0,24,24,Red Roses,4/14/2018,2
3149,Lil Skies Featuring Landon Cube,25,0,0,20,Nowadays,4/14/2018,4
3150,Drake,1,0,1,1,God's Plan,4/7/2018,10
3151,Post Malone Featuring Ty Dolla $ign,2,0,2,2,Psycho,4/7/2018,5
3152,BlocBoy JB Featuring Drake,3,0,4,2,Look Alive,4/7/2018,7
3153,XXXTENTACION,4,0,3,3,Sad!,4/7/2018,4
3154,Migos,5,0,5,3,Stir Fry,4/7/2018,12
3155,Migos Featuring Drake,6,0,8,6,Walk It Talk It,4/7/2018,7
3156,Offset & Metro Boomin,7,0,6,6,Ric Flair Drip,4/7/2018,22
3157,Rich The Kid,8,0,10,8,Plug Walk,4/7/2018,5
3158,NF,9,0,7,4,Let You Down,4/7/2018,22
3159,G-Eazy & Halsey,10,0,9,6,Him & I,4/7/2018,17
3160,"Jay Rock, Kendrick Lamar, Future & James Blake",11,0,12,10,King's Dead,4/7/2018,7
3161,N*E*R*D & Rihanna,12,0,16,12,Lemon,4/7/2018,19
3162,Rae Sremmurd & Juicy J,13,0,19,13,Powerglide,4/7/2018,2
3163,YoungBoy Never Broke Again,14,0,15,14,Outside Today,4/7/2018,10
3164,Rich The Kid Featuring Kendrick Lamar,15,0,18,15,New Freezer,4/7/2018,8
3165,"Migos, Nicki Minaj & Cardi B",16,0,17,3,MotorSport,4/7/2018,22
3166,Cardi B Featuring 21 Savage,17,0,14,6,Bartier Cardi,4/7/2018,14
3167,XXXTENTACION,18,0,13,13,Moonlight,4/7/2018,2
3168,6ix9ine,19,0,23,5,Gummo,4/7/2018,20
3169,6ix9ine,20,0,21,20,Billy,4/7/2018,4
3170,Derez De'Shon,21,0,24,21,Hardaway,4/7/2018,2
3171,"DJ Khaled Featuring JAY Z, Future & B",22,0,22,11,Top Off,4/7/2018,4
3172,Logic & Marshmello,23,0,20,13,Everyday,4/7/2018,4
3173,Lil Skies Featuring Landon Cube,24,1,0,24,Red Roses,4/7/2018,1
3174,Famous Dex,25,1,0,25,Japan,4/7/2018,1
3175,Drake,1,0,1,1,God's Plan,3/31/2018,9
3176,Post Malone Featuring Ty Dolla $ign,2,0,2,2,Psycho,3/31/2018,4
3177,XXXTENTACION,3,0,9,3,Sad!,3/31/2018,3
3178,BlocBoy JB Featuring Drake,4,0,3,2,Look Alive,3/31/2018,6
3179,Migos,5,0,4,3,Stir Fry,3/31/2018,11
3180,Offset & Metro Boomin,6,0,7,6,Ric Flair Drip,3/31/2018,21
3181,NF,7,0,6,4,Let You Down,3/31/2018,21
3182,Migos Featuring Drake,8,0,0,8,Walk It Talk It,3/31/2018,6
3183,G-Eazy & Halsey,9,0,8,6,Him & I,3/31/2018,16
3184,Rich The Kid,10,0,12,10,Plug Walk,3/31/2018,4
3185,Post Malone,11,0,11,8,I Fall Apart,3/31/2018,26
3186,"Jay Rock, Kendrick Lamar, Future & James Blake",12,0,10,10,King's Dead,3/31/2018,6
3187,XXXTENTACION,13,1,0,13,Moonlight,3/31/2018,1
3188,Cardi B Featuring 21 Savage,14,0,14,6,Bartier Cardi,3/31/2018,13
3189,YoungBoy Never Broke Again,15,0,15,14,Outside Today,3/31/2018,9
3190,N*E*R*D & Rihanna,16,0,0,16,Lemon,3/31/2018,18
3191,"Migos, Nicki Minaj & Cardi B",17,0,16,3,MotorSport,3/31/2018,21
3192,Rich The Kid Featuring Kendrick Lamar,18,0,17,17,New Freezer,3/31/2018,7
3193,Rae Sremmurd & Juicy J,19,1,0,19,Powerglide,3/31/2018,1
3194,Logic & Marshmello,20,0,13,13,Everyday,3/31/2018,3
3195,6ix9ine,21,0,21,21,Billy,3/31/2018,3
3196,"DJ Khaled Featuring JAY Z, Future & B",22,0,20,11,Top Off,3/31/2018,3
3197,6ix9ine,23,0,22,5,Gummo,3/31/2018,19
3198,Derez De'Shon,24,1,0,24,Hardaway,3/31/2018,1
3199,XXXTENTACION,25,1,0,25,The Remedy For A Broken Heart (Why Am I So In Love),3/31/2018,1
3200,Drake,1,0,1,1,God's Plan,3/24/2018,8
3201,Post Malone Featuring Ty Dolla $ign,2,0,2,2,Psycho,3/24/2018,3
3202,BlocBoy JB Featuring Drake,3,0,3,2,Look Alive,3/24/2018,5
3203,Migos,4,0,4,3,Stir Fry,3/24/2018,10
3204,Post Malone Featuring 21 Savage,5,0,5,1,Rockstar,3/24/2018,26
3205,NF,6,0,6,4,Let You Down,3/24/2018,20
3206,Offset & Metro Boomin,7,0,8,7,Ric Flair Drip,3/24/2018,20
3207,G-Eazy & Halsey,8,0,7,6,Him & I,3/24/2018,15
3208,XXXTENTACION,9,0,9,9,Sad!,3/24/2018,2
3209,"Jay Rock, Kendrick Lamar, Future & James Blake",10,0,12,10,King's Dead,3/24/2018,5
3210,Post Malone,11,0,10,8,I Fall Apart,3/24/2018,25
3211,Rich The Kid,12,0,21,12,Plug Walk,3/24/2018,3
3212,Logic & Marshmello,13,0,18,13,Everyday,3/24/2018,2
3213,Cardi B Featuring 21 Savage,14,0,14,6,Bartier Cardi,3/24/2018,12
3214,YoungBoy Never Broke Again,15,0,15,14,Outside Today,3/24/2018,8
3215,"Migos, Nicki Minaj & Cardi B",16,0,16,3,MotorSport,3/24/2018,20
3216,Rich The Kid Featuring Kendrick Lamar,17,0,19,17,New Freezer,3/24/2018,6
3217,Logic,18,0,0,10,44 More,3/24/2018,2
3218,A$AP Ferg Featuring Nicki Minaj,19,0,20,12,Plain Jane,3/24/2018,23
3219,"DJ Khaled Featuring JAY Z, Future & B",20,0,11,11,Top Off,3/24/2018,2
3220,6ix9ine,21,0,23,21,Billy,3/24/2018,2
3221,6ix9ine,22,0,13,5,Gummo,3/24/2018,18
3222,Logic Featuring Wiz Khalifa,23,1,0,23,Indica Badu,3/24/2018,1
3223,Macklemore Featuring Kesha,24,0,22,19,Good Old Days,3/24/2018,18
3224,Logic,25,1,0,25,Contra,3/24/2018,1
3225,Drake,1,0,1,1,God's Plan,3/17/2018,7
3226,Post Malone Featuring Ty Dolla $ign,2,0,2,2,Psycho,3/17/2018,2
3227,BlocBoy JB Featuring Drake,3,0,3,2,Look Alive,3/17/2018,4
3228,Migos,4,0,5,3,Stir Fry,3/17/2018,9
3229,Post Malone Featuring 21 Savage,5,0,4,1,Rockstar,3/17/2018,25
3230,NF,6,0,6,4,Let You Down,3/17/2018,19
3231,G-Eazy & Halsey,7,0,7,6,Him & I,3/17/2018,14
3232,Offset & Metro Boomin,8,0,16,8,Ric Flair Drip,3/17/2018,19
3233,XXXTENTACION,9,1,0,9,Sad!,3/17/2018,1
3234,Post Malone,10,0,9,8,I Fall Apart,3/17/2018,24
3235,"DJ Khaled Featuring JAY Z, Future & B",11,1,0,11,Top Off,3/17/2018,1
3236,"Jay Rock, Kendrick Lamar, Future & James Blake",12,0,12,10,King's Dead,3/17/2018,4
3237,6ix9ine,13,0,8,5,Gummo,3/17/2018,17
3238,Cardi B Featuring 21 Savage,14,0,11,6,Bartier Cardi,3/17/2018,11
3239,YoungBoy Never Broke Again,15,0,15,14,Outside Today,3/17/2018,7
3240,"Migos, Nicki Minaj & Cardi B",16,0,13,3,MotorSport,3/17/2018,19
3241,G-Eazy Featuring A$AP Rocky & Cardi B,17,0,14,2,No Limit,3/17/2018,24
3242,Logic & Marshmello,18,1,0,18,Everyday,3/17/2018,1
3243,Rich The Kid Featuring Kendrick Lamar,19,0,18,18,New Freezer,3/17/2018,5
3244,A$AP Ferg Featuring Nicki Minaj,20,0,17,12,Plain Jane,3/17/2018,22
3245,Rich The Kid,21,0,25,21,Plug Walk,3/17/2018,2
3246,Macklemore Featuring Kesha,22,0,20,19,Good Old Days,3/17/2018,17
3247,6ix9ine,23,1,0,23,Billy,3/17/2018,1
3248,N*E*R*D & Rihanna,24,0,21,16,Lemon,3/17/2018,17
3249,Lil Skies Featuring Landon Cube,25,0,0,20,Nowadays,3/17/2018,3
3250,Drake,1,0,1,1,God's Plan,3/10/2018,6
3251,Post Malone Featuring Ty Dolla $ign,2,1,0,2,Psycho,3/10/2018,1
3252,BlocBoy JB Featuring Drake,3,0,2,2,Look Alive,3/10/2018,3
3253,Post Malone Featuring 21 Savage,4,0,3,1,Rockstar,3/10/2018,24
3254,Migos,5,0,4,3,Stir Fry,3/10/2018,8
3255,NF,6,0,5,4,Let You Down,3/10/2018,18
3256,G-Eazy & Halsey,7,0,6,6,Him & I,3/10/2018,13
3257,6ix9ine,8,0,11,5,Gummo,3/10/2018,16
3258,Post Malone,9,0,8,8,I Fall Apart,3/10/2018,23
3259,Logic,10,1,0,10,44 More,3/10/2018,1
3260,Cardi B Featuring 21 Savage,11,0,12,6,Bartier Cardi,3/10/2018,10
3261,"Jay Rock, Kendrick Lamar, Future & James Blake",12,0,10,10,King's Dead,3/10/2018,3
3262,"Migos, Nicki Minaj & Cardi B",13,0,9,3,MotorSport,3/10/2018,18
3263,G-Eazy Featuring A$AP Rocky & Cardi B,14,0,13,2,No Limit,3/10/2018,23
3264,YoungBoy Never Broke Again,15,0,15,14,Outside Today,3/10/2018,6
3265,Offset & Metro Boomin,16,0,17,15,Ric Flair Drip,3/10/2018,18
3266,A$AP Ferg Featuring Nicki Minaj,17,0,16,12,Plain Jane,3/10/2018,21
3267,Rich The Kid Featuring Kendrick Lamar,18,0,18,18,New Freezer,3/10/2018,4
3268,Eminem Featuring Ed Sheeran,19,0,14,5,River,3/10/2018,11
3269,Macklemore Featuring Kesha,20,0,21,19,Good Old Days,3/10/2018,16
3270,N*E*R*D & Rihanna,21,0,20,16,Lemon,3/10/2018,16
3271,Lil Pump,22,0,19,2,Gucci Gang,3/10/2018,25
3272,Migos Featuring Drake,23,0,22,10,Walk It Talk It,3/10/2018,5
3273,Famous Dex Featuring A$AP Rocky,24,0,24,23,Pick It Up,3/10/2018,5
3274,Rich The Kid,25,1,0,25,Plug Walk,3/10/2018,1
3275,Drake,1,0,1,1,God's Plan,3/3/2018,5
3276,BlocBoy JB Featuring Drake,2,0,3,2,Look Alive,3/3/2018,2
3277,Post Malone Featuring 21 Savage,3,0,2,1,Rockstar,3/3/2018,23
3278,Migos,4,0,4,3,Stir Fry,3/3/2018,7
3279,NF,5,0,5,4,Let You Down,3/3/2018,17
3280,G-Eazy & Halsey,6,0,7,6,Him & I,3/3/2018,12
3281,Kendrick Lamar Featuring Zacari,7,0,6,5,Love.,3/3/2018,33
3282,Post Malone,8,0,9,8,I Fall Apart,3/3/2018,22
3283,"Migos, Nicki Minaj & Cardi B",9,0,8,3,MotorSport,3/3/2018,17
3284,"Jay Rock, Kendrick Lamar, Future & James Blake",10,0,16,10,King's Dead,3/3/2018,2
3285,6ix9ine,11,0,12,5,Gummo,3/3/2018,15
3286,Cardi B Featuring 21 Savage,12,0,11,6,Bartier Cardi,3/3/2018,9
3287,G-Eazy Featuring A$AP Rocky & Cardi B,13,0,10,2,No Limit,3/3/2018,22
3288,Eminem Featuring Ed Sheeran,14,0,14,5,River,3/3/2018,10
3289,YoungBoy Never Broke Again,15,0,15,14,Outside Today,3/3/2018,5
3290,A$AP Ferg Featuring Nicki Minaj,16,0,13,12,Plain Jane,3/3/2018,20
3291,Offset & Metro Boomin,17,0,17,15,Ric Flair Drip,3/3/2018,17
3292,Rich The Kid Featuring Kendrick Lamar,18,0,23,18,New Freezer,3/3/2018,3
3293,Lil Pump,19,0,18,2,Gucci Gang,3/3/2018,24
3294,N*E*R*D & Rihanna,20,0,20,16,Lemon,3/3/2018,15
3295,Macklemore Featuring Kesha,21,0,24,19,Good Old Days,3/3/2018,15
3296,Migos Featuring Drake,22,0,22,10,Walk It Talk It,3/3/2018,4
3297,"ScHoolboy Q, 2 Chainz & Saudi",23,0,21,21,X,3/3/2018,2
3298,Famous Dex Featuring A$AP Rocky,24,0,0,23,Pick It Up,3/3/2018,4
3299,Migos,25,0,25,15,Narcos,3/3/2018,4
3300,Drake,1,0,1,1,God's Plan,2/24/2018,4
3301,Post Malone Featuring 21 Savage,2,0,2,1,Rockstar,2/24/2018,22
3302,BlocBoy JB Featuring Drake,3,1,0,3,Look Alive,2/24/2018,1
3303,Migos,4,0,3,3,Stir Fry,2/24/2018,6
3304,NF,5,0,4,4,Let You Down,2/24/2018,16
3305,Kendrick Lamar Featuring Zacari,6,0,5,5,Love.,2/24/2018,32
3306,G-Eazy & Halsey,7,0,7,7,Him & I,2/24/2018,11
3307,"Migos, Nicki Minaj & Cardi B",8,0,6,3,MotorSport,2/24/2018,16
3308,Post Malone,9,0,9,8,I Fall Apart,2/24/2018,21
3309,G-Eazy Featuring A$AP Rocky & Cardi B,10,0,8,2,No Limit,2/24/2018,21
3310,Cardi B Featuring 21 Savage,11,0,10,6,Bartier Cardi,2/24/2018,8
3311,6ix9ine,12,0,11,5,Gummo,2/24/2018,14
3312,A$AP Ferg Featuring Nicki Minaj,13,0,12,12,Plain Jane,2/24/2018,19
3313,Eminem Featuring Ed Sheeran,14,0,16,5,River,2/24/2018,9
3314,YoungBoy Never Broke Again,15,0,14,14,Outside Today,2/24/2018,4
3315,"Jay Rock, Kendrick Lamar, Future & James Blake",16,1,0,16,King's Dead,2/24/2018,1
3316,Offset & Metro Boomin,17,0,17,15,Ric Flair Drip,2/24/2018,16
3317,Lil Pump,18,0,13,2,Gucci Gang,2/24/2018,23
3318,Gucci Mane Featuring Migos,19,0,15,5,I Get The Bag,2/24/2018,26
3319,N*E*R*D & Rihanna,20,0,18,16,Lemon,2/24/2018,14
3320,"ScHoolboy Q, 2 Chainz & Saudi",21,1,0,21,X,2/24/2018,1
3321,Migos Featuring Drake,22,0,20,10,Walk It Talk It,2/24/2018,3
3322,Rich The Kid Featuring Kendrick Lamar,23,0,24,23,New Freezer,2/24/2018,2
3323,Macklemore Featuring Kesha,24,0,22,19,Good Old Days,2/24/2018,14
3324,Migos,25,0,21,15,Narcos,2/24/2018,3
3325,Drake,1,0,1,1,God's Plan,2/17/2018,3
3326,Post Malone Featuring 21 Savage,2,0,2,1,Rockstar,2/17/2018,21
3327,Migos,3,0,4,3,Stir Fry,2/17/2018,5
3328,NF,4,0,6,4,Let You Down,2/17/2018,15
3329,Kendrick Lamar Featuring Zacari,5,0,7,5,Love.,2/17/2018,31
3330,"Migos, Nicki Minaj & Cardi B",6,0,3,3,MotorSport,2/17/2018,15
3331,G-Eazy & Halsey,7,0,8,7,Him & I,2/17/2018,10
3332,G-Eazy Featuring A$AP Rocky & Cardi B,8,0,5,2,No Limit,2/17/2018,20
3333,Post Malone,9,0,9,8,I Fall Apart,2/17/2018,20
3334,Cardi B Featuring 21 Savage,10,0,11,6,Bartier Cardi,2/17/2018,7
3335,6ix9ine,11,0,12,5,Gummo,2/17/2018,13
3336,A$AP Ferg Featuring Nicki Minaj,12,0,14,12,Plain Jane,2/17/2018,18
3337,Lil Pump,13,0,13,2,Gucci Gang,2/17/2018,22
3338,YoungBoy Never Broke Again,14,0,19,14,Outside Today,2/17/2018,3
3339,Gucci Mane Featuring Migos,15,0,16,5,I Get The Bag,2/17/2018,25
3340,Eminem Featuring Ed Sheeran,16,0,18,5,River,2/17/2018,8
3341,Offset & Metro Boomin,17,0,20,15,Ric Flair Drip,2/17/2018,15
3342,N*E*R*D & Rihanna,18,0,21,16,Lemon,2/17/2018,13
3343,Kodak Black Featuring XXXTENTACION,19,0,17,14,Roll In Peace,2/17/2018,25
3344,Migos Featuring Drake,20,0,10,10,Walk It Talk It,2/17/2018,2
3345,Migos,21,0,15,15,Narcos,2/17/2018,2
3346,Macklemore Featuring Kesha,22,0,0,19,Good Old Days,2/17/2018,13
3347,Famous Dex Featuring A$AP Rocky,23,0,0,23,Pick It Up,2/17/2018,3
3348,Rich The Kid Featuring Kendrick Lamar,24,1,0,24,New Freezer,2/17/2018,1
3349,Lil Xan,25,0,0,25,Betrayed,2/17/2018,2
3350,Drake,1,0,1,1,God's Plan,2/10/2018,2
3351,Post Malone Featuring 21 Savage,2,0,2,1,Rockstar,2/10/2018,20
3352,"Migos, Nicki Minaj & Cardi B",3,0,5,3,MotorSport,2/10/2018,14
3353,Migos,4,0,22,4,Stir Fry,2/10/2018,4
3354,G-Eazy Featuring A$AP Rocky & Cardi B,5,0,4,2,No Limit,2/10/2018,19
3355,NF,6,0,6,6,Let You Down,2/10/2018,14
3356,Kendrick Lamar Featuring Zacari,7,0,7,5,Love.,2/10/2018,30
3357,G-Eazy & Halsey,8,0,8,7,Him & I,2/10/2018,9
3358,Post Malone,9,0,11,8,I Fall Apart,2/10/2018,19
3359,Migos Featuring Drake,10,1,0,10,Walk It Talk It,2/10/2018,1
3360,Cardi B Featuring 21 Savage,11,0,12,6,Bartier Cardi,2/10/2018,6
3361,6ix9ine,12,0,10,5,Gummo,2/10/2018,12
3362,Lil Pump,13,0,9,2,Gucci Gang,2/10/2018,21
3363,A$AP Ferg Featuring Nicki Minaj,14,0,14,12,Plain Jane,2/10/2018,17
3364,Migos,15,1,0,15,Narcos,2/10/2018,1
3365,Gucci Mane Featuring Migos,16,0,13,5,I Get The Bag,2/10/2018,24
3366,Kodak Black Featuring XXXTENTACION,17,0,15,14,Roll In Peace,2/10/2018,24
3367,Eminem Featuring Ed Sheeran,18,0,16,5,River,2/10/2018,7
3368,YoungBoy Never Broke Again,19,0,21,19,Outside Today,2/10/2018,2
3369,Offset & Metro Boomin,20,0,17,15,Ric Flair Drip,2/10/2018,14
3370,N*E*R*D & Rihanna,21,0,18,16,Lemon,2/10/2018,12
3371,Migos Featuring 21 Savage,22,1,0,22,BBO (Bad Bitches Only),2/10/2018,1
3372,Lil Uzi Vert Featuring Nicki Minaj,23,0,19,11,The Way Life Goes,2/10/2018,23
3373,Migos Featuring Post Malone,24,1,0,24,Notice Me,2/10/2018,1
3374,Migos,25,1,0,25,Supastars,2/10/2018,1
3375,Drake,1,1,0,1,God's Plan,2/3/2018,1
3376,Post Malone Featuring 21 Savage,2,0,1,1,Rockstar,2/3/2018,19
3377,Drake,3,1,0,3,Diplomatic Immunity,2/3/2018,1
3378,G-Eazy Featuring A$AP Rocky & Cardi B,4,0,2,2,No Limit,2/3/2018,18
3379,"Migos, Nicki Minaj & Cardi B",5,0,3,3,MotorSport,2/3/2018,13
3380,NF,6,0,7,6,Let You Down,2/3/2018,13
3381,Kendrick Lamar Featuring Zacari,7,0,5,5,Love.,2/3/2018,29
3382,G-Eazy & Halsey,8,0,8,7,Him & I,2/3/2018,8
3383,Lil Pump,9,0,4,2,Gucci Gang,2/3/2018,20
3384,6ix9ine,10,0,6,5,Gummo,2/3/2018,11
3385,Post Malone,11,0,10,8,I Fall Apart,2/3/2018,18
3386,Cardi B Featuring 21 Savage,12,0,9,6,Bartier Cardi,2/3/2018,5
3387,Gucci Mane Featuring Migos,13,0,11,5,I Get The Bag,2/3/2018,23
3388,A$AP Ferg Featuring Nicki Minaj,14,0,12,12,Plain Jane,2/3/2018,16
3389,Kodak Black Featuring XXXTENTACION,15,0,14,14,Roll In Peace,2/3/2018,23
3390,Eminem Featuring Ed Sheeran,16,0,13,5,River,2/3/2018,6
3391,Offset & Metro Boomin,17,0,17,15,Ric Flair Drip,2/3/2018,13
3392,N*E*R*D & Rihanna,18,0,16,16,Lemon,2/3/2018,11
3393,Lil Uzi Vert Featuring Nicki Minaj,19,0,15,11,The Way Life Goes,2/3/2018,22
3394,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",20,0,24,20,KEKE,2/3/2018,2
3395,YoungBoy Never Broke Again,21,1,0,21,Outside Today,2/3/2018,1
3396,Migos,22,0,21,21,Stir Fry,2/3/2018,3
3397,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",23,0,18,13,Pills And Automobiles,2/3/2018,19
3398,Macklemore Featuring Kesha,24,0,19,19,Good Old Days,2/3/2018,12
3399,Lil Skies Featuring Landon Cube,25,0,20,20,Nowadays,2/3/2018,2
3400,Post Malone Featuring 21 Savage,1,0,1,1,Rockstar,1/27/2018,18
3401,G-Eazy Featuring A$AP Rocky & Cardi B,2,0,2,2,No Limit,1/27/2018,17
3402,"Migos, Nicki Minaj & Cardi B",3,0,3,3,MotorSport,1/27/2018,12
3403,Lil Pump,4,0,4,2,Gucci Gang,1/27/2018,19
3404,Kendrick Lamar Featuring Zacari,5,0,5,5,Love.,1/27/2018,28
3405,6ix9ine,6,0,10,5,Gummo,1/27/2018,10
3406,NF,7,0,7,7,Let You Down,1/27/2018,12
3407,G-Eazy & Halsey,8,0,8,7,Him & I,1/27/2018,7
3408,Cardi B Featuring 21 Savage,9,0,6,6,Bartier Cardi,1/27/2018,4
3409,Post Malone,10,0,12,8,I Fall Apart,1/27/2018,17
3410,Gucci Mane Featuring Migos,11,0,11,5,I Get The Bag,1/27/2018,22
3411,A$AP Ferg Featuring Nicki Minaj,12,0,13,12,Plain Jane,1/27/2018,15
3412,Eminem Featuring Ed Sheeran,13,0,14,5,River,1/27/2018,5
